calleeService,serviceCallingDate,serviceDelay,responseCode,amount_service_parameter,callerService
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
14,20171126T113843,3658,1,627,10
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
18,20171126T113205,3545,2,709,5
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
19,20171126T120925,4713,2,204,4
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
12,20171126T115430,2025,2,791,10
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
2,20171126T114626,3344,2,217,17
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
5,20171126T114035,3213,2,570,9
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
9,20171126T111955,3102,2,152,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
6,20171126T113428,276,1,446,13
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
19,20171126T112854,840,1,996,7
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
6,20171126T114846,3460,1,391,13
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
10,20171126T120955,204,1,600,5
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
20,20171126T120235,166,1,28,13
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
10,20171126T121321,2517,1,30,9
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
15,20171126T120449,3686,2,518,4
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T120853,1904,1,59,5
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T115103,4846,1,413,8
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
2,20171126T121031,4154,1,134,14
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
13,20171126T115152,4362,2,14,13
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
15,20171126T113011,4955,2,226,6
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
16,20171126T120442,3458,2,716,3
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
14,20171126T120319,3261,2,633,15
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
9,20171126T113029,3344,2,145,19
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
3,20171126T114425,4385,2,37,13
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
10,20171126T113132,1202,2,299,14
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
20,20171126T120133,4658,1,511,3
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
5,20171126T120430,2791,1,360,15
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
18,20171126T114541,2662,2,361,8
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
12,20171126T121234,4605,1,362,12
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
3,20171126T114429,1654,1,876,15
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
11,20171126T115352,963,2,218,16
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
1,20171126T114156,380,2,296,3
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
14,20171126T112250,3895,2,10,4
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
18,20171126T114411,1506,1,718,17
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
3,20171126T114422,503,1,371,7
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
20,20171126T115842,3609,1,441,12
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
9,20171126T115927,4301,2,230,1
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
7,20171126T120835,289,1,67,14
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
16,20171126T112927,17,2,828,9
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
10,20171126T112216,4303,1,743,20
13,20171126T120407,4027,1,409,4
13,20171126T120407,4027,1,409,4
13,20171126T120407,4027,1,409,4
13,20171126T120407,4027,1,409,4
13,20171126T120407,4027,1,409,4
13,20171126T120407,4027,1,409,4
13,20171126T120407,4027,1,409,4
